"image_id","status","n_brain_px","mean_brain","sd_brain","error_msg"
"image_00248","OK",7110,0.224445547557982,0.0793975183711659,NA
"image_00249","OK",7005,0.233017452519909,0.0837531293916669,NA
"image_00250","OK",7383,0.314068886392428,0.110702216023376,NA
"image_00251","OK",5934,0.292239635995955,0.120680604651933,NA
"image_00252","OK",5330,0.248225729316117,0.107190011373942,NA
"image_00253","OK",7977,0.264163391318669,0.0871521951968585,NA
"image_00254","OK",7776,0.264701469579601,0.0892658095777285,NA
"image_00255","OK",7575,0.290154144826247,0.103140382117741,NA
"image_00256","OK",6445,0.273592083846727,0.102830185820158,NA
"image_00257","OK",5962,0.259298596996665,0.118286675110848,NA
"image_00258","OK",8160,0.276986014994233,0.0970119990316228,NA
"image_00259","OK",7957,0.232324232948175,0.0841280563026755,NA
"image_00260","OK",7933,0.280085050533512,0.0999279545972687,NA
"image_00261","OK",7740,0.266486548107615,0.0982651617468163,NA
"image_00262","OK",7583,0.270683520671885,0.101492802482759,NA
"image_00263","OK",5824,0.317229415804783,0.119476602081421,NA
"image_00264","OK",5824,0.317229415804783,0.119476602081421,NA
"image_00265","OK",6153,0.342769986265268,0.126806988818142,NA
"image_00266","OK",5809,0.338170148417432,0.130543460327376,NA
"image_00267","OK",4862,0.365153531589518,0.144218016627705,NA
"image_00268","OK",6430,0.248392949714878,0.116974374339322,NA
"image_00269","OK",6431,0.317267616111909,0.119271134208196,NA
"image_00270","OK",5779,0.315583298555622,0.123955927673482,NA
"image_00271","OK",5797,0.286294296914902,0.115981719180531,NA
"image_00272","OK",6677,0.280361175472136,0.108432854994472,NA
"image_00273","OK",6773,0.257519910370763,0.100489749615791,NA
"image_00274","OK",6452,0.268778187034268,0.111838854179177,NA
"image_00275","OK",6736,0.264888250430814,0.103612614897263,NA
"image_00276","OK",6738,0.292778738090665,0.114426946416802,NA
"image_00277","OK",7433,0.289711619882717,0.112309006321495,NA
"image_00278","OK",7394,0.268323017603038,0.108251916143121,NA
"image_00279","OK",6590,0.31260079145467,0.143879393762058,NA
"image_00280","OK",7518,0.276419990715094,0.10035767795199,NA
"image_00281","OK",7466,0.317353702799094,0.119616188626628,NA
"image_00282","OK",7433,0.320819978738166,0.121138203311092,NA
"image_00283","OK",7270,0.328871402756426,0.130383501105488,NA
"image_00284","OK",7494,0.314149227879035,0.119677267994881,NA
"image_00285","OK",6762,0.274254774373518,0.109804962138335,NA
"image_00286","OK",6319,0.315959958916309,0.125636228197583,NA
"image_00287","OK",5747,0.318494559821493,0.111288745586595,NA
"image_00288","OK",6619,0.357800479309415,0.122659498710316,NA
"image_00289","OK",7464,0.351118965807116,0.12852719005489,NA
"image_00290","OK",7349,0.282863748302424,0.136067270140001,NA
"image_00291","OK",8388,0.337998728342076,0.128867455613823,NA
"image_00292","OK",8508,0.332611751799921,0.133665174874526,NA
"image_00293","OK",6863,0.341037190047227,0.117904895075022,NA
"image_00294","OK",6344,0.347196826397646,0.115990623184017,NA
"image_00295","OK",6763,0.279609640692001,0.106140579142097,NA
"image_00296","OK",7118,0.327194243811602,0.118323456516245,NA
"image_00297","OK",7271,0.321553795497019,0.122847173156383,NA
"image_00298","OK",5203,0.373119957189103,0.122841306203154,NA
"image_00299","OK",5815,0.363928986900005,0.119591482844885,NA
