"image_id","split","class","mean_intensity","variance","skewness","kurtosis","energy","entropy","contrast","correlation","glcm_energy","homogeneity","dissimilarity","tumor_area","aspect_ratio","perimeter","extraction_error"
"image_00001","train","glioma_tumor",-2.06370868106794e-16,1.00000000000001,1.9588674414343,3.40773838857399,6119.00000000008,4.54562960931956,12.4759024671498,0.718952245629474,0.0455874594138705,0.560156389177213,1.84372199456233,6120,1.23255813953488,1008,NA
"image_00002","train","glioma_tumor",7.75683372409025e-16,1,2.08405238117195,4.59872693384259,5879.00000000002,4.72767069782399,15.4623365414818,0.686396484680307,0.0280773487531625,0.555800151301748,1.98685617814178,5880,1.11494252873563,1322,NA
"image_00003","train","glioma_tumor",5.16573025342734e-16,0.999999999999991,1.39087495309911,1.76475507725433,7056.99999999994,5.02352889300405,14.9890355774553,0.720202881508953,0.0155997121280144,0.459603527504618,2.37771316965291,7058,1.16161616161616,1333,NA
"image_00004","train","glioma_tumor",-3.10018705521041e-16,1.00000000000001,1.61691118596302,2.43898574942017,7894.00000000009,4.85258346598284,15.3741098808359,0.714899772738302,0.0256750153573957,0.518185637224955,2.2268493611855,7895,1.13207547169811,1734,NA
"image_00005","train","glioma_tumor",1.64136050121152e-16,0.99999999999996,1.88535542609602,3.81734311904325,8380.99999999966,4.81265804775543,13.0632802909793,0.71286775474069,0.0289924339533896,0.543383525289207,1.97918619698115,8382,1.12037037037037,1750,NA
"image_00006","train","glioma_tumor",-4.07315165053046e-16,1,1.52757391004803,2.39580731967972,7293.00000000003,4.93161244361966,9.5058878603755,0.743359585458842,0.0279906788927091,0.52018563862112,1.83754518717695,7294,1.17894736842105,1222,NA
"image_00007","train","glioma_tumor",2.69799441841628e-16,1,1.50977807383421,2.02488345678309,7936.00000000002,4.90755275034076,15.3457411526885,0.736209090922617,0.0230771370487147,0.499430080413302,2.26018418748782,7937,1.13861386138614,1229,NA
"image_00008","train","glioma_tumor",7.98024575606437e-16,0.999999999999996,1.734729463794,2.73960066776797,8441.99999999997,4.78623932094637,15.9245831491751,0.718259524717033,0.0285037448992157,0.529554249675279,2.1925332277923,8443,1.11428571428571,1409,NA
"image_00009","train","glioma_tumor",5.38603563873682e-16,0.999999999999989,1.86133507145206,3.29302180823574,8741.99999999989,4.71641401326733,14.9583461587132,0.731862259781942,0.0341148842230652,0.555643476354124,2.05300746838633,8743,1.09259259259259,1444,NA
"image_00010","train","glioma_tumor",-4.16653833327789e-16,0.999999999999999,2.1332185630717,4.68590825704113,9273.99999999999,4.63910013102438,9.20333807278576,0.734053809114601,0.0533127570440453,0.611753363533053,1.54626479373562,9275,1.08181818181818,1452,NA
"image_00011","train","glioma_tumor",1.58613904064685e-16,0.999999999999982,1.03676091264382,1.74870992362572,8963.99999999984,5.20543598209228,11.1332643927407,0.674956383314046,0.011846312395035,0.431418571467063,2.18772454558934,8965,0.982300884955752,745,NA
"image_00012","train","glioma_tumor",-4.71038629910831e-16,1.00000000000001,1.57920247142332,3.8579057974875,10018.0000000001,5.10632703418879,9.6898448424356,0.686710565921213,0.0195542853319449,0.508211995061361,1.85297229124608,10019,0.991525423728814,742,NA
"image_00013","train","glioma_tumor",-1.13770737311751e-16,0.999999999999993,1.78607362962972,3.65160116114933,6138.99999999996,4.91915017158327,15.8943365434156,0.636878906834348,0.0200016120241954,0.464394303104798,2.33899711405932,6140,1.2,1217,NA
